protocol,chain,date,tvl_usd
aave,Ethereum-borrowed,2025-11-28,17619413286
aave,Ethereum-borrowed,2025-11-29,17624336333
aave,Ethereum-borrowed,2025-11-30,17489924225
aave,Ethereum-borrowed,2025-12-01,17487225652
aave,Ethereum-borrowed,2025-12-02,17045767407
aave,Ethereum-borrowed,2025-12-03,17575621192
aave,Ethereum-borrowed,2025-12-04,18014949122
aave,Ethereum-borrowed,2025-12-05,17848556510
aave,Ethereum-borrowed,2025-12-06,17632574981
aave,Ethereum-borrowed,2025-12-07,17641821981
aave,Ethereum-borrowed,2025-12-08,17667918268
aave,Ethereum-borrowed,2025-12-09,17903869171
aave,Ethereum-borrowed,2025-12-10,18417144797
aave,Ethereum-borrowed,2025-12-11,18596749716
aave,Ethereum-borrowed,2025-12-12,18412263221
aave,Ethereum-borrowed,2025-12-13,17821065996
aave,Ethereum-borrowed,2025-12-14,17915884101
aave,Ethereum-borrowed,2025-12-15,17861851850
aave,Ethereum-borrowed,2025-12-16,17713564792
aave,Ethereum-borrowed,2025-12-17,17161306592
aave,Ethereum-borrowed,2025-12-18,16859753677
aave,Ethereum-borrowed,2025-12-19,16933306684
aave,Ethereum-borrowed,2025-12-20,17633846730
aave,Ethereum-borrowed,2025-12-21,17479686891
aave,Ethereum-borrowed,2025-12-22,17553720396
aave,Ethereum-borrowed,2025-12-23,17612798124
aave,Ethereum-borrowed,2025-12-24,17433021976
aave,Ethereum-borrowed,2025-12-25,17395335290
aave,Ethereum-borrowed,2025-12-26,17283405964
aave,Ethereum-borrowed,2025-12-27,17349194128
aave,Ethereum-borrowed,2025-12-28,17387322754
aave,Ethereum-borrowed,2025-12-29,17348888043
aave,Ethereum-borrowed,2025-12-30,17478879224
aave,Ethereum-borrowed,2025-12-31,17588925070
aave,Ethereum-borrowed,2026-01-01,17778427481
aave,Ethereum-borrowed,2026-01-02,17853653243
aave,Ethereum-borrowed,2026-01-03,18239777292
aave,Ethereum-borrowed,2026-01-04,18293608236
aave,Ethereum-borrowed,2026-01-05,18361938509
aave,Ethereum-borrowed,2026-01-06,18548344118
aave,Ethereum-borrowed,2026-01-07,18836733513
aave,Ethereum-borrowed,2026-01-08,18514390558
aave,Ethereum-borrowed,2026-01-09,18350935082
aave,Ethereum-borrowed,2026-01-10,18334036169
aave,Ethereum-borrowed,2026-01-11,18383546591
aave,Ethereum-borrowed,2026-01-12,18486582535
aave,Ethereum-borrowed,2026-01-13,18529483493
aave,Ethereum-borrowed,2026-01-14,19204829404
aave,Ethereum-borrowed,2026-01-15,19302082377
aave,Ethereum-borrowed,2026-01-16,19376662338
aave,Ethereum-borrowed,2026-01-17,19389527165
aave,Ethereum-borrowed,2026-01-18,19530916475
aave,Ethereum-borrowed,2026-01-19,19268294675
aave,Ethereum-borrowed,2026-01-20,19473118010
aave,Ethereum-borrowed,2026-01-21,19054810294
aave,Ethereum-borrowed,2026-01-22,19459193566
aave,Ethereum-borrowed,2026-01-23,19525861162
aave,Ethereum-borrowed,2026-01-24,19581910770
aave,Ethereum-borrowed,2026-01-25,19642655699
aave,Ethereum-borrowed,2026-01-26,19213580352
aave,Ethereum-borrowed,2026-01-27,19819250060
aave,Ethereum-borrowed,2026-01-28,20436602027
aave,Ethereum-borrowed,2026-01-29,20478898611
aave,Ethereum-borrowed,2026-01-30,19625507184
aave,Ethereum-borrowed,2026-01-31,19087622032
aave,Ethereum-borrowed,2026-02-01,18065495202
aave,Ethereum-borrowed,2026-02-02,17445181506
aave,Ethereum-borrowed,2026-02-03,17689074343
aave,Ethereum-borrowed,2026-02-04,17232554589
aave,Ethereum-borrowed,2026-02-05,16522619494
aave,Ethereum-borrowed,2026-02-06,15062278359
aave,Ethereum-borrowed,2026-02-07,14764174156
aave,Ethereum-borrowed,2026-02-08,14548171766
aave,Ethereum-borrowed,2026-02-09,14521516423
aave,Ethereum-borrowed,2026-02-10,14588074694
aave,Ethereum-borrowed,2026-02-11,14229400390
aave,Ethereum-borrowed,2026-02-12,13918402588
aave,Ethereum-borrowed,2026-02-13,13852525701
aave,Ethereum-borrowed,2026-02-14,14233059619
aave,Ethereum-borrowed,2026-02-15,14103738950
aave,Ethereum-borrowed,2026-02-16,13698570518
aave,Ethereum-borrowed,2026-02-17,13742662417
aave,Ethereum-borrowed,2026-02-18,13645489373
aave,Ethereum-borrowed,2026-02-19,13497520536
aave,Ethereum-borrowed,2026-02-20,13436472495
aave,Ethereum-borrowed,2026-02-21,13436315700
aave,Ethereum-borrowed,2026-02-22,13419621586
aave,Ethereum-borrowed,2026-02-23,13324067410
aave,Ethereum-borrowed,2026-02-24,13016346996
aave,Ethereum-borrowed,2026-02-25,12986907452
aave,Ethereum-borrowed,2026-02-26,13584553629
aave,Ethereum-borrowed,2026-02-27,13439599116
aave,Ethereum-borrowed,2026-02-28,13148285763
aave,Ethereum-borrowed,2026-03-01,13239123041
aave,Ethereum-borrowed,2026-03-02,13091244921
aave,Ethereum-borrowed,2026-03-03,13334486629
aave,Ethereum-borrowed,2026-03-04,13198482464
aave,Ethereum-borrowed,2026-03-05,13641436613
aave,Ethereum-borrowed,2026-03-06,13448886189
aave,Ethereum-borrowed,2026-03-07,12983711313
aave,Ethereum-borrowed,2026-03-08,12941867603
aave,Ethereum-borrowed,2026-03-09,12831606208
aave,Ethereum-borrowed,2026-03-10,13010032549
aave,Ethereum-borrowed,2026-03-11,13216122880
aave,Ethereum-borrowed,2026-03-12,13296636671
aave,Ethereum-borrowed,2026-03-13,13435288597
aave,Ethereum-borrowed,2026-03-14,13499470389
aave,Ethereum-borrowed,2026-03-15,13453527557
aave,Ethereum-borrowed,2026-03-16,13600051317
aave,Ethereum-borrowed,2026-03-17,14005083991
aave,Ethereum-borrowed,2026-03-18,14050897657
aave,Ethereum-borrowed,2026-03-19,13729196837
aave,Ethereum-borrowed,2026-03-20,13471213324
aave,Ethereum-borrowed,2026-03-21,13465940584
aave,Ethereum-borrowed,2026-03-22,13302692787
aave,Ethereum-borrowed,2026-03-23,13231978027
aave,Ethereum-borrowed,2026-03-24,13504669853
aave,Ethereum-borrowed,2026-03-25,13572441803
aave,Ethereum-borrowed,2026-03-26,13545749882
aave,Ethereum-borrowed,2026-03-27,13345796169
aave,Ethereum-borrowed,2026-03-28,13186911960
aave,Ethereum-borrowed,2026-03-29,13182826083
aave,Ethereum-borrowed,2026-03-30,13256823902
aave,Ethereum-borrowed,2026-03-31,13206079622
aave,Polygon,2024-01-01,376782824
aave,Polygon,2024-01-02,390528883
aave,Polygon,2024-01-03,383497435
aave,Polygon,2024-01-04,353488902
aave,Polygon,2024-01-05,362964695
aave,Polygon,2024-01-06,357478543
aave,Polygon,2024-01-07,354834974
aave,Polygon,2024-01-08,347129292
aave,Polygon,2024-01-09,364882238
aave,Polygon,2024-01-10,361189302
aave,Polygon,2024-01-11,385845939
aave,Polygon,2024-01-12,397262455
aave,Polygon,2024-01-13,376673122
aave,Polygon,2024-01-14,384023155
aave,Polygon,2024-01-15,379208070
aave,Polygon,2024-01-16,380572063
aave,Polygon,2024-01-17,384875169
aave,Polygon,2024-01-18,376417807
aave,Polygon,2024-01-19,365039952
aave,Polygon,2024-01-20,362934491
aave,Polygon,2024-01-21,366081184
aave,Polygon,2024-01-22,366776071
aave,Polygon,2024-01-23,349057451
aave,Polygon,2024-01-24,339821239
aave,Polygon,2024-01-25,341666803
aave,Polygon,2024-01-26,340357534
aave,Polygon,2024-01-27,352313097
aave,Polygon,2024-01-28,358275164
aave,Polygon,2024-01-29,358469666
aave,Polygon,2024-01-30,368669660
aave,Polygon,2024-01-31,367762292
aave,Polygon,2024-02-01,362046065
aave,Polygon,2024-02-02,368969117
aave,Polygon,2024-02-03,366910020
aave,Polygon,2024-02-04,363396542
aave,Polygon,2024-02-05,363137367
aave,Polygon,2024-02-06,360708259
aave,Polygon,2024-02-07,371337620
aave,Polygon,2024-02-08,382984439
aave,Polygon,2024-02-09,385150472
aave,Polygon,2024-02-10,396055702
aave,Polygon,2024-02-11,400294064
aave,Polygon,2024-02-12,399741234
aave,Polygon,2024-02-13,416735862
aave,Polygon,2024-02-14,410146442
aave,Polygon,2024-02-15,428765610
aave,Polygon,2024-02-16,431597754
aave,Polygon,2024-02-17,441029639
aave,Polygon,2024-02-18,436648977
aave,Polygon,2024-02-19,450694945
aave,Polygon,2024-02-20,456373179
aave,Polygon,2024-02-21,465203857
aave,Polygon,2024-02-22,444871540
aave,Polygon,2024-02-23,447413417
aave,Polygon,2024-02-24,438197934
aave,Polygon,2024-02-25,439869158
aave,Polygon,2024-02-26,445866435
aave,Polygon,2024-02-27,463522014
aave,Polygon,2024-02-28,469520215
aave,Polygon,2024-02-29,484774016
aave,Polygon,2024-03-01,483024660
aave,Polygon,2024-03-02,492689069
aave,Polygon,2024-03-03,504425361
aave,Polygon,2024-03-04,508523466
aave,Polygon,2024-03-05,525534068
aave,Polygon,2024-03-06,495666278
aave,Polygon,2024-03-07,527210666
aave,Polygon,2024-03-08,535995913
aave,Polygon,2024-03-09,538874864
aave,Polygon,2024-03-10,546446071
aave,Polygon,2024-03-11,556134632
aave,Polygon,2024-03-12,581165339
aave,Polygon,2024-03-13,561567078
aave,Polygon,2024-03-14,581446468
aave,Polygon,2024-03-15,558256821
aave,Polygon,2024-03-16,531365415
aave,Polygon,2024-03-17,498135001
aave,Polygon,2024-03-18,514770995
aave,Polygon,2024-03-19,501389228
aave,Polygon,2024-03-20,453613975
aave,Polygon,2024-03-21,497725545
aave,Polygon,2024-03-22,475049540
aave,Polygon,2024-03-23,472685625
aave,Polygon,2024-03-24,477862513
aave,Polygon,2024-03-25,490506773
aave,Polygon,2024-03-26,511359267
aave,Polygon,2024-03-27,511393450
aave,Polygon,2024-03-28,498724445
aave,Polygon,2024-03-29,505166149
aave,Polygon,2024-03-30,498417298
aave,Polygon,2024-03-31,497567796
aave,Polygon,2024-04-01,507792297
aave,Polygon,2024-04-02,494251940
aave,Polygon,2024-04-03,463982124
aave,Polygon,2024-04-04,465665414
aave,Polygon,2024-04-05,469732041
aave,Polygon,2024-04-06,467197985
aave,Polygon,2024-04-07,472867096
aave,Polygon,2024-04-08,477414852
aave,Polygon,2024-04-09,498157334
aave,Polygon,2024-04-10,478449560
aave,Polygon,2024-04-11,480261109
aave,Polygon,2024-04-12,474071414
aave,Polygon,2024-04-13,435094160
aave,Polygon,2024-04-14,392041644
aave,Polygon,2024-04-15,423850247
aave,Polygon,2024-04-16,418244518
aave,Polygon,2024-04-17,419296021
aave,Polygon,2024-04-18,409699715
aave,Polygon,2024-04-19,417954246
aave,Polygon,2024-04-20,420070954
aave,Polygon,2024-04-21,435872470
aave,Polygon,2024-04-22,433155675
aave,Polygon,2024-04-23,442509612
aave,Polygon,2024-04-24,440433897
aave,Polygon,2024-04-25,431074172
aave,Polygon,2024-04-26,436408825
aave,Polygon,2024-04-27,429922194
aave,Polygon,2024-04-28,437485253
aave,Polygon,2024-04-29,442122599
aave,Polygon,2024-04-30,435329288
aave,Polygon,2024-05-01,411565377
aave,Polygon,2024-05-02,408433524
aave,Polygon,2024-05-03,420379987
aave,Polygon,2024-05-04,434815466
aave,Polygon,2024-05-05,436727685
aave,Polygon,2024-05-06,438784565
aave,Polygon,2024-05-07,431492059
aave,Polygon,2024-05-08,426399780
aave,Polygon,2024-05-09,416182207
aave,Polygon,2024-05-10,424137657
aave,Polygon,2024-05-11,410497301
aave,Polygon,2024-05-12,413018061
aave,Polygon,2024-05-13,410635933
aave,Polygon,2024-05-14,413641067
aave,Polygon,2024-05-15,405590952
aave,Polygon,2024-05-16,424678219
aave,Polygon,2024-05-17,421080351
aave,Polygon,2024-05-18,436448859
aave,Polygon,2024-05-19,436048048
aave,Polygon,2024-05-20,427830997
aave,Polygon,2024-05-21,468191435
aave,Polygon,2024-05-22,467601122
aave,Polygon,2024-05-23,464347657
aave,Polygon,2024-05-24,464996768
aave,Polygon,2024-05-25,462672249
aave,Polygon,2024-05-26,465093284
aave,Polygon,2024-05-27,464852519
aave,Polygon,2024-05-28,475330049
aave,Polygon,2024-05-29,467804279
aave,Polygon,2024-05-30,460719906
aave,Polygon,2024-05-31,456777551
aave,Polygon,2024-06-01,458157751
aave,Polygon,2024-06-02,459846787
aave,Polygon,2024-06-03,457288040
aave,Polygon,2024-06-04,461160166
aave,Polygon,2024-06-05,468675921
aave,Polygon,2024-06-06,470541796
aave,Polygon,2024-06-07,485185685
aave,Polygon,2024-06-08,463377596
aave,Polygon,2024-06-09,459155267
aave,Polygon,2024-06-10,463766577
aave,Polygon,2024-06-11,460346636
aave,Polygon,2024-06-12,443242530
aave,Polygon,2024-06-13,452923264
aave,Polygon,2024-06-14,434865445
aave,Polygon,2024-06-15,429337827
aave,Polygon,2024-06-16,437244686
aave,Polygon,2024-06-17,442138600
aave,Polygon,2024-06-18,433856434
aave,Polygon,2024-06-19,420807921
aave,Polygon,2024-06-20,428639182
aave,Polygon,2024-06-21,427473458
aave,Polygon,2024-06-22,422190109
aave,Polygon,2024-06-23,421887659
aave,Polygon,2024-06-24,418147772
aave,Polygon,2024-06-25,408513715
aave,Polygon,2024-06-26,416296133
aave,Polygon,2024-06-27,410743949
aave,Polygon,2024-06-28,417178440
aave,Polygon,2024-06-29,409237542
aave,Polygon,2024-06-30,409089974
aave,Polygon,2024-07-01,412983213
aave,Polygon,2024-07-02,420241737
aave,Polygon,2024-07-03,417292075
aave,Polygon,2024-07-04,400872264
aave,Polygon,2024-07-05,386219127
aave,Polygon,2024-07-06,372536000
aave,Polygon,2024-07-07,385768681
aave,Polygon,2024-07-08,375783725
aave,Polygon,2024-07-09,383953830
aave,Polygon,2024-07-10,384697989
aave,Polygon,2024-07-11,387415518
aave,Polygon,2024-07-12,386160525
aave,Polygon,2024-07-13,387089372
aave,Polygon,2024-07-14,393250905
aave,Polygon,2024-07-15,402694673
aave,Polygon,2024-07-16,414272505
aave,Polygon,2024-07-17,416213867
aave,Polygon,2024-07-18,415399742
aave,Polygon,2024-07-19,409376032
aave,Polygon,2024-07-20,422162989
aave,Polygon,2024-07-21,420620804
aave,Polygon,2024-07-22,425771687
aave,Polygon,2024-07-23,419436650
aave,Polygon,2024-07-24,411056718
aave,Polygon,2024-07-25,403020092
aave,Polygon,2024-07-26,392517263
aave,Polygon,2024-07-27,398869559
aave,Polygon,2024-07-28,401914662
aave,Polygon,2024-07-29,397775014
aave,Polygon,2024-07-30,404617125
aave,Polygon,2024-07-31,395619950
aave,Polygon,2024-08-01,388284960
aave,Polygon,2024-08-02,383586073
aave,Polygon,2024-08-03,365982433
aave,Polygon,2024-08-04,356328382
aave,Polygon,2024-08-05,340130618
aave,Polygon,2024-08-06,310296824
aave,Polygon,2024-08-07,320720728
aave,Polygon,2024-08-08,309402405
aave,Polygon,2024-08-09,331683399
aave,Polygon,2024-08-10,335479327
aave,Polygon,2024-08-11,337763972
aave,Polygon,2024-08-12,329062868
aave,Polygon,2024-08-13,335507907
aave,Polygon,2024-08-14,341717599
aave,Polygon,2024-08-15,336030262
aave,Polygon,2024-08-16,325331201
aave,Polygon,2024-08-17,330193060
aave,Polygon,2024-08-18,332266409
aave,Polygon,2024-08-19,335019635
aave,Polygon,2024-08-20,334095670
aave,Polygon,2024-08-21,339203709
aave,Polygon,2024-08-22,362822869
aave,Polygon,2024-08-23,361900908
aave,Polygon,2024-08-24,382811356
aave,Polygon,2024-08-25,384947543
aave,Polygon,2024-08-26,379262118
aave,Polygon,2024-08-27,367552776
aave,Polygon,2024-08-28,346885582
aave,Polygon,2024-08-29,330117399
aave,Polygon,2024-08-30,326995747
aave,Polygon,2024-08-31,323649224
aave,Polygon,2024-09-01,323663399
aave,Polygon,2024-09-02,317405324
aave,Polygon,2024-09-03,324965602
aave,Polygon,2024-09-04,321366977
aave,Polygon,2024-09-05,337980649
aave,Polygon,2024-09-06,325739738
aave,Polygon,2024-09-07,290077891
aave,Polygon,2024-09-08,295141815
aave,Polygon,2024-09-09,297915239
aave,Polygon,2024-09-10,307736411
aave,Polygon,2024-09-11,309538019
aave,Polygon,2024-09-12,301527761
aave,Polygon,2024-09-13,303474036
aave,Polygon,2024-09-14,311682652
aave,Polygon,2024-09-15,308933891
aave,Polygon,2024-09-16,304250010
aave,Polygon,2024-09-17,296284407
aave,Polygon,2024-09-18,304458829
aave,Polygon,2024-09-19,301740387
aave,Polygon,2024-09-20,313157057
aave,Polygon,2024-09-21,315461281
aave,Polygon,2024-09-22,315676320
aave,Polygon,2024-09-23,315162877
aave,Polygon,2024-09-24,323780512
aave,Polygon,2024-09-25,325585409
aave,Polygon,2024-09-26,321669123
aave,Polygon,2024-09-27,328632240
aave,Polygon,2024-09-28,330898312
aave,Polygon,2024-09-29,327443632
aave,Polygon,2024-09-30,326775753
aave,Polygon,2024-10-01,316879203
aave,Polygon,2024-10-02,302321290
aave,Polygon,2024-10-03,296604919
aave,Polygon,2024-10-04,295126437
aave,Polygon,2024-10-05,303183815
aave,Polygon,2024-10-06,301203655
aave,Polygon,2024-10-07,302510651
aave,Polygon,2024-10-08,299181051
aave,Polygon,2024-10-09,298278610
aave,Polygon,2024-10-10,287497059
aave,Polygon,2024-10-11,286844656
aave,Polygon,2024-10-12,295033219
aave,Polygon,2024-10-13,299378186
aave,Polygon,2024-10-14,296670516
aave,Polygon,2024-10-15,311063532
aave,Polygon,2024-10-16,310746779
aave,Polygon,2024-10-17,312519037
aave,Polygon,2024-10-18,310930768
aave,Polygon,2024-10-19,320210489
aave,Polygon,2024-10-20,320932217
aave,Polygon,2024-10-21,322011575
aave,Polygon,2024-10-22,314346267
aave,Polygon,2024-10-23,311718008
aave,Polygon,2024-10-24,304249576
aave,Polygon,2024-10-25,306922085
aave,Polygon,2024-10-26,296815548
aave,Polygon,2024-10-27,300392172
aave,Polygon,2024-10-28,302642365
aave,Polygon,2024-10-29,308186005
aave,Polygon,2024-10-30,316096118
aave,Polygon,2024-10-31,322407648
aave,Polygon,2024-11-01,309578473
aave,Polygon,2024-11-02,307489296
aave,Polygon,2024-11-03,305834217
aave,Polygon,2024-11-04,301127462
aave,Polygon,2024-11-05,293186337
aave,Polygon,2024-11-06,305022435
aave,Polygon,2024-11-07,341582617
aave,Polygon,2024-11-08,351363044
aave,Polygon,2024-11-09,369618329
aave,Polygon,2024-11-10,371829624
aave,Polygon,2024-11-11,385328816
aave,Polygon,2024-11-12,402031711
aave,Polygon,2024-11-13,399697438
aave,Polygon,2024-11-14,389217292
aave,Polygon,2024-11-15,367924692
aave,Polygon,2024-11-16,377068120
aave,Polygon,2024-11-17,389075077
aave,Polygon,2024-11-18,381446457
aave,Polygon,2024-11-19,393370221
aave,Polygon,2024-11-20,386771433
aave,Polygon,2024-11-21,389472483
aave,Polygon,2024-11-22,408581947
aave,Polygon,2024-11-23,415300982
aave,Polygon,2024-11-24,430027546
aave,Polygon,2024-11-25,429359186
aave,Polygon,2024-11-26,419442469
aave,Polygon,2024-11-27,409023066
aave,Polygon,2024-11-28,436093892
aave,Polygon,2024-11-29,429284818
aave,Polygon,2024-11-30,437178661
aave,Polygon,2024-12-01,444133678
aave,Polygon,2024-12-02,446741816
aave,Polygon,2024-12-03,448545246
aave,Polygon,2024-12-04,459963055
aave,Polygon,2024-12-05,467434457
aave,Polygon,2024-12-06,456643118
aave,Polygon,2024-12-07,479768378
aave,Polygon,2024-12-08,476722659
aave,Polygon,2024-12-09,478083009
aave,Polygon,2024-12-10,438398501
aave,Polygon,2024-12-11,436987647
aave,Polygon,2024-12-12,461390273
aave,Polygon,2024-12-13,466693815
aave,Polygon,2024-12-14,460980428
aave,Polygon,2024-12-15,455891286
aave,Polygon,2024-12-16,458999336
aave,Polygon,2024-12-17,469052627
aave,Polygon,2024-12-18,451546176
aave,Polygon,2024-12-19,424335784
aave,Polygon,2024-12-20,402879317
aave,Polygon,2024-12-21,403444010
aave,Polygon,2024-12-22,395848793
aave,Polygon,2024-12-23,392978418
aave,Polygon,2024-12-24,411768771
aave,Polygon,2024-12-25,423094779
aave,Polygon,2024-12-26,420327890
aave,Polygon,2024-12-27,399920607
aave,Polygon,2024-12-28,392911527
aave,Polygon,2024-12-29,402183468
aave,Polygon,2024-12-30,393431116
aave,Polygon,2024-12-31,388688012
aave,Polygon,2025-01-01,388997758
aave,Polygon,2025-01-02,397553794
aave,Polygon,2025-01-03,404799555
aave,Polygon,2025-01-04,411728677
aave,Polygon,2025-01-05,423682969
aave,Polygon,2025-01-06,422263571
aave,Polygon,2025-01-07,428986783
aave,Polygon,2025-01-08,400367923
aave,Polygon,2025-01-09,392119435
aave,Polygon,2025-01-10,381912947
aave,Polygon,2025-01-11,390177745
aave,Polygon,2025-01-12,391642262
aave,Polygon,2025-01-13,385808959
aave,Polygon,2025-01-14,379780563
aave,Polygon,2025-01-15,391687253
aave,Polygon,2025-01-16,412278672
aave,Polygon,2025-01-17,407091713
aave,Polygon,2025-01-18,428473939
aave,Polygon,2025-01-19,414944361
aave,Polygon,2025-01-20,407636335
aave,Polygon,2025-01-21,406243175
aave,Polygon,2025-01-22,419142993
aave,Polygon,2025-01-23,412810487
aave,Polygon,2025-01-24,412658316
aave,Polygon,2025-01-25,415859875
aave,Polygon,2025-01-26,416123466
aave,Polygon,2025-01-27,414617540
aave,Polygon,2025-01-28,400255645
aave,Polygon,2025-01-29,389948122
aave,Polygon,2025-01-30,391905794
aave,Polygon,2025-01-31,404260035
aave,Polygon,2025-02-01,403190392
aave,Polygon,2025-02-02,387671406
aave,Polygon,2025-02-03,356904778
aave,Polygon,2025-02-04,369178458
aave,Polygon,2025-02-05,357129902
aave,Polygon,2025-02-06,355642993
aave,Polygon,2025-02-07,351087740
aave,Polygon,2025-02-08,348872335
aave,Polygon,2025-02-09,349201680
aave,Polygon,2025-02-10,346576649
aave,Polygon,2025-02-11,352201462
aave,Polygon,2025-02-12,345642313
aave,Polygon,2025-02-13,354433712
aave,Polygon,2025-02-14,349360787
aave,Polygon,2025-02-15,354309036
aave,Polygon,2025-02-16,351867276
aave,Polygon,2025-02-17,351470372
aave,Polygon,2025-02-18,352131848
aave,Polygon,2025-02-19,344158433
aave,Polygon,2025-02-20,346699928
aave,Polygon,2025-02-21,350867846
aave,Polygon,2025-02-22,339277361
aave,Polygon,2025-02-23,344329164
aave,Polygon,2025-02-24,346035276
aave,Polygon,2025-02-25,322177257
aave,Polygon,2025-02-26,314288029
aave,Polygon,2025-02-27,298513294
aave,Polygon,2025-02-28,296586692
aave,Polygon,2025-03-01,291815550
aave,Polygon,2025-03-02,295559802
aave,Polygon,2025-03-03,319692998
aave,Polygon,2025-03-04,285446556
aave,Polygon,2025-03-05,287702565
aave,Polygon,2025-03-06,295851290
aave,Polygon,2025-03-07,284768270
aave,Polygon,2025-03-08,280953722
aave,Polygon,2025-03-09,283342982
aave,Polygon,2025-03-10,264385849
aave,Polygon,2025-03-11,255633555
aave,Polygon,2025-03-12,265041397
aave,Polygon,2025-03-13,265320249
aave,Polygon,2025-03-14,253332174
aave,Polygon,2025-03-15,259533324
aave,Polygon,2025-03-16,261450662
aave,Polygon,2025-03-17,255006558
aave,Polygon,2025-03-18,262261364
aave,Polygon,2025-03-19,257270673
aave,Polygon,2025-03-20,267751061
aave,Polygon,2025-03-21,260630526
aave,Polygon,2025-03-22,258940194
aave,Polygon,2025-03-23,258980715
aave,Polygon,2025-03-24,264002841
aave,Polygon,2025-03-25,269245457
aave,Polygon,2025-03-26,270935279
aave,Polygon,2025-03-27,267969706
aave,Polygon,2025-03-28,267635330
aave,Polygon,2025-03-29,257113980
aave,Polygon,2025-03-30,250339955
aave,Polygon,2025-03-31,248580090
aave,Polygon,2025-04-01,252801429
aave,Polygon,2025-04-02,258991868
aave,Polygon,2025-04-03,248536239
aave,Polygon,2025-04-04,248815141
aave,Polygon,2025-04-05,250550301
aave,Polygon,2025-04-06,249129230
aave,Polygon,2025-04-07,228097458
aave,Polygon,2025-04-08,226665634
aave,Polygon,2025-04-09,220648055
aave,Polygon,2025-04-10,235938008
aave,Polygon,2025-04-11,226269303
aave,Polygon,2025-04-12,233659588
aave,Polygon,2025-04-13,239383011
aave,Polygon,2025-04-14,233851662
aave,Polygon,2025-04-15,233858497
aave,Polygon,2025-04-16,230420440
aave,Polygon,2025-04-17,231296485
aave,Polygon,2025-04-18,232765510
aave,Polygon,2025-04-19,232595212
aave,Polygon,2025-04-20,232513121
aave,Polygon,2025-04-21,231908233
aave,Polygon,2025-04-22,235680153
aave,Polygon,2025-04-23,250878592
aave,Polygon,2025-04-24,248302209
aave,Polygon,2025-04-25,248518485
aave,Polygon,2025-04-26,247725128
aave,Polygon,2025-04-27,251641323
aave,Polygon,2025-04-28,247802502
aave,Polygon,2025-04-29,250100961
aave,Polygon,2025-04-30,247537606
aave,Polygon,2025-05-01,247631477
aave,Polygon,2025-05-02,251102136
aave,Polygon,2025-05-03,251891437
aave,Polygon,2025-05-04,249408663
aave,Polygon,2025-05-05,246917597
aave,Polygon,2025-05-06,248641153
aave,Polygon,2025-05-07,251896013
aave,Polygon,2025-05-08,250986602
aave,Polygon,2025-05-09,273739010
aave,Polygon,2025-05-10,278833043
aave,Polygon,2025-05-11,289947844
aave,Polygon,2025-05-12,286132970
aave,Polygon,2025-05-13,280273354
aave,Polygon,2025-05-14,289306017
aave,Polygon,2025-05-15,285508336
aave,Polygon,2025-05-16,281868996
aave,Polygon,2025-05-17,281380720
aave,Polygon,2025-05-18,278090611
aave,Polygon,2025-05-19,282211461
aave,Polygon,2025-05-20,283107304
aave,Polygon,2025-05-21,284268266
aave,Polygon,2025-05-22,286422796
aave,Polygon,2025-05-23,291853112
aave,Polygon,2025-05-24,280204432
aave,Polygon,2025-05-25,280010060
aave,Polygon,2025-05-26,283917325
aave,Polygon,2025-05-27,284492687
aave,Polygon,2025-05-28,286624270
aave,Polygon,2025-05-29,285838812
aave,Polygon,2025-05-30,280481110
aave,Polygon,2025-05-31,271672236
aave,Polygon,2025-06-01,276845138
aave,Polygon,2025-06-02,278861931
aave,Polygon,2025-06-03,282307100
aave,Polygon,2025-06-04,280435368
aave,Polygon,2025-06-05,280374521
aave,Polygon,2025-06-06,268020559
aave,Polygon,2025-06-07,275652307
aave,Polygon,2025-06-08,279632056
aave,Polygon,2025-06-09,279183191
aave,Polygon,2025-06-10,294798126
aave,Polygon,2025-06-11,298511290
aave,Polygon,2025-06-12,295553856
aave,Polygon,2025-06-13,281887610
aave,Polygon,2025-06-14,281879055
aave,Polygon,2025-06-15,279612077
aave,Polygon,2025-06-16,279933782
aave,Polygon,2025-06-17,283029487
aave,Polygon,2025-06-18,275613442
aave,Polygon,2025-06-19,275562773
aave,Polygon,2025-06-20,274463724
aave,Polygon,2025-06-21,268338825
aave,Polygon,2025-06-22,261505504
aave,Polygon,2025-06-23,260770261
aave,Polygon,2025-06-24,273454846
aave,Polygon,2025-06-25,275311501
aave,Polygon,2025-06-26,274107930
aave,Polygon,2025-06-27,273328821
aave,Polygon,2025-06-28,273979255
aave,Polygon,2025-06-29,276388488
aave,Polygon,2025-06-30,280997646
aave,Polygon,2025-07-01,279069575
aave,Polygon,2025-07-02,272912164
aave,Polygon,2025-07-03,284193592
aave,Polygon,2025-07-04,283817685
aave,Polygon,2025-07-05,278559305
aave,Polygon,2025-07-06,279249620
aave,Polygon,2025-07-07,281767625
aave,Polygon,2025-07-08,279816853
aave,Polygon,2025-07-09,283219451
aave,Polygon,2025-07-10,292541494
aave,Polygon,2025-07-11,303176760
aave,Polygon,2025-07-12,306214869
aave,Polygon,2025-07-13,304977699
aave,Polygon,2025-07-14,308010585
aave,Polygon,2025-07-15,308808408
aave,Polygon,2025-07-16,306460636
aave,Polygon,2025-07-17,314730794
aave,Polygon,2025-07-18,317913254
aave,Polygon,2025-07-19,318572942
